first_name,last_name,residence,phone_number,email,age,tariff_plan,contract_type,customer_type,income_level,contract_satisfaction,monthly_price,years_in_company,monthly_usage_hours,num_family_lines,churn_probability,churn_reason,recommended_retention_strategy
Javier,Fernandez,"Madrid, España",+34 633862315,javier.fernandez@hotmail.com,32,Mobile - Standard,Annual,Single,High,Low,24.5,2,69,2,High,Low Data Allowance,Upgrade to Better Plan
Julia,Campos,"Bilbao, España",+34 638254901,julia.campos@hotmail.com,24,Mobile - Basic,Annual,Couple,Low,Medium,19.43,8,80,1,Medium,,
David,Marquez,"Valencia, España",+34 660360908,david.marquez@hotmail.com,35,Mobile - Basic,Annual,Single,Low,Low,18.13,1,183,1,Medium,,
Jose,Garcia,"Barcelona, España",+34 609842825,jose.garcia@hotmail.com,53,Fiber + TV + Mobile (Unlimited),Monthly,Couple,High,Low,95.22,3,193,6,Medium,,
Bianca,Herrera,"Zaragoza, España",+34 643874160,bianca.herrera@hotmail.com,39,Fiber + TV + Mobile (Unlimited),Annual,Family,High,High,99.03,8,225,6,Low,,
Olga,Castro,"Valencia, España",+34 658531575,olga.castro@hotmail.com,45,Fiber + TV + Mobile (Unlimited),Annual,Single,High,Medium,90.45,7,158,6,High,Poor Service,Dedicated Customer Support
Martina,Martinez,"Málaga, España",+34 603557266,martina.martinez@hotmail.com,62,Mobile - Unlimited,Monthly,Single,Medium,Medium,49.42,4,229,4,Medium,,
Veronica,Sanchez,"Barcelona, España",+34 649635577,veronica.sanchez@hotmail.com,49,Mobile - Basic,Annual,Couple,High,Medium,12.76,8,127,1,High,High Price,
Noelia,Moreno,"Málaga, España",+34 603608164,noelia.moreno@hotmail.com,48,Mobile - Standard,Monthly,Couple,Low,High,29.88,10,77,2,Low,,
Valeria,Morales,"Madrid, España",+34 668483166,valeria.morales@hotmail.com,36,Mobile + Fiber (Standard),Annual,Single,Medium,High,54.18,7,291,3,Low,,
Estefania,Ortega,"Valencia, España",+34 653685104,estefania.ortega@hotmail.com,43,Fiber + TV + Mobile (Premium),Monthly,Family,Medium,High,74.32,3,269,4,Low,,
Fatima,Diaz,"Zaragoza, España",+34 648810511,fatima.diaz@hotmail.com,58,Fiber Only (Premium),Annual,Single,Low,Low,48.37,5,170,0,Medium,,
Pedro,Leon,"Málaga, España",+34 603079958,pedro.leon@hotmail.com,43,Fiber + TV,Annual,Family,High,High,34.9,10,58,0,Low,,
Raquel,Reyes,"Madrid, España",+34 632860221,raquel.reyes@hotmail.com,48,Fiber + TV,Annual,Couple,Medium,Medium,35.23,7,254,0,Low,,
Lorena,Castillo,"Madrid, España",+34 637931246,lorena.castillo@hotmail.com,35,Fiber + TV + Mobile (Basic),Monthly,Single,Medium,Medium,58.09,4,224,2,Low,,
Beatriz,Gil,"Madrid, España",+34 689551025,beatriz.gil@hotmail.com,49,Mobile - Basic,Annual,Couple,Low,High,14.1,6,179,1,Low,,
Rosa,Muñoz,"Madrid, España",+34 607772604,rosa.muñoz@hotmail.com,18,Mobile - Standard,Monthly,Couple,Medium,High,25.95,7,211,2,Low,,
Roberto,Vazquez,"Valencia, España",+34 677562794,roberto.vazquez@hotmail.com,70,Fiber + TV + Mobile (Basic),Monthly,Single,Low,Medium,56.13,1,162,2,High,High Price,10% Discount
Marta,Lopez,"Barcelona, España",+34 623661360,marta.lopez@hotmail.com,23,Fiber Only (Premium),Annual,Couple,High,High,41.54,7,31,0,Low,,
Angela,Mendez,"Málaga, España",+34 642753793,angela.mendez@hotmail.com,50,Fiber + TV + Mobile (Basic),Monthly,Single,Low,High,50.82,6,128,2,Medium,,
Violeta,Hernandez,"Sevilla, España",+34 616831990,violeta.hernandez@hotmail.com,22,Mobile + Fiber (Standard),Monthly,Single,Low,Medium,55.22,6,38,3,Low,,
Juan,Jimenez,"Sevilla, España",+34 633580187,juan.jimenez@hotmail.com,59,Fiber Only (Premium),Monthly,Family,Medium,Low,44.1,5,71,0,High,Poor Service,
Joaquin,Perez,"Valencia, España",+34 651185234,joaquin.perez@hotmail.com,64,Fiber + TV + Mobile (Unlimited),Monthly,Family,Medium,Medium,96.11,1,32,6,High,Moving to Another Provider,
Tamara,Rodriguez,"Sevilla, España",+34 695490101,tamara.rodriguez@hotmail.com,22,Mobile - Basic,Annual,Family,Low,Medium,17.88,10,44,1,Low,,
Camila,Iglesias,"Málaga, España",+34 677314811,camila.iglesias@hotmail.com,22,Mobile + Fiber (Standard),Monthly,Single,Low,High,58.09,10,113,3,Low,,
Francisco,Ruiz,"Madrid, España",+34 697791086,francisco.ruiz@hotmail.com,20,Fiber Only (Basic),Annual,Single,High,High,27.55,8,49,0,Low,,
Pablo,Peña,"Valencia, España",+34 623095988,pablo.peña@hotmail.com,28,Mobile + Fiber (Standard),Monthly,Couple,Medium,High,52.01,3,166,3,Low,,
Celeste,Cano,"Zaragoza, España",+34 629181920,celeste.cano@hotmail.com,31,Fiber + TV + Mobile (Unlimited),Monthly,Single,Medium,High,98.03,2,174,6,Low,,
Gabriel,Guerrero,"Sevilla, España",+34 675384212,gabriel.guerrero@hotmail.com,77,Fiber + TV + Mobile (Unlimited),Monthly,Single,High,Medium,94.35,3,184,6,Low,,
Nuria,Blanco,"Zaragoza, España",+34 653086105,nuria.blanco@hotmail.com,30,Fiber Only (Basic),Monthly,Family,Low,Medium,21.31,6,297,0,Low,,
Sara,Serrano,"Málaga, España",+34 629192684,sara.serrano@hotmail.com,47,Fiber Only (Premium),Monthly,Single,High,High,49.15,7,182,0,Low,,
Ruben,Martin,"Málaga, España",+34 665722585,ruben.martin@hotmail.com,45,Mobile + Fiber (Standard),Monthly,Family,Low,Medium,59.76,4,202,3,Medium,,
Ricardo,Gutierrez,"Madrid, España",+34 661590072,ricardo.gutierrez@hotmail.com,41,Fiber Only (Premium),Monthly,Couple,Low,Low,43.14,4,36,0,High,Better Offers Elsewhere,
Laura,Cruz,"Sevilla, España",+34 606900364,laura.cruz@hotmail.com,36,Mobile - Standard,Annual,Family,Low,Medium,26.57,5,201,2,Low,,
Ana,Ortiz,"Málaga, España",+34 627273141,ana.ortiz@hotmail.com,59,Mobile - Standard,Monthly,Family,Medium,High,21.55,10,25,2,Low,,
Fernando,Delgado,"Málaga, España",+34 600472984,fernando.delgado@hotmail.com,67,Mobile - Standard,Annual,Family,Low,High,21.97,8,234,2,Low,,
Emilio,Navarro,"Bilbao, España",+34 612184634,emilio.navarro@hotmail.com,58,Mobile - Unlimited,Annual,Single,High,Medium,46.74,9,116,4,Medium,,
Rocio,Gonzalez,"Madrid, España",+34 669512842,rocio.gonzalez@hotmail.com,23,Fiber Only (Premium),Monthly,Single,Medium,Medium,40.14,1,162,0,Medium,,
Oscar,Aguilar,"Zaragoza, España",+34 621809402,oscar.aguilar@hotmail.com,45,Fiber Only (Basic),Annual,Couple,High,High,28.98,9,63,0,Low,,
Ariadna,Flores,"Bilbao, España",+34 632088610,ariadna.flores@hotmail.com,26,Fiber + TV + Mobile (Premium),Annual,Single,High,Medium,79.43,6,295,4,Low,,
Mario,Molina,"Barcelona, España",+34 639190637,mario.molina@hotmail.com,30,Fiber + TV + Mobile (Unlimited),Annual,Single,Low,Low,99.86,2,21,6,High,High Price,10% Discount
Montserrat,Romero,"Madrid, España",+34 621415791,montserrat.romero@hotmail.com,49,Fiber + TV + Mobile (Premium),Annual,Single,Low,Medium,76.73,3,270,4,Low,,
Elena,Ramos,"Valencia, España",+34 641472311,elena.ramos@hotmail.com,59,Mobile - Standard,Monthly,Family,Low,High,25.98,7,247,2,Low,,
Claudia,Torres,"Sevilla, España",+34 645163960,claudia.torres@hotmail.com,45,Fiber + TV,Annual,Couple,High,Medium,38.63,6,93,0,Low,,
Sofia,Vega,"Bilbao, España",+34 669279334,sofia.vega@hotmail.com,40,Mobile + Fiber (Standard),Monthly,Family,High,Medium,51.42,5,169,3,Medium,,
Daniela,Alvarez,"Valencia, España",+34 668191965,daniela.alvarez@hotmail.com,56,Fiber Only (Basic),Annual,Single,High,Medium,26.39,9,229,0,Low,,
Carolina,Santos,"Madrid, España",+34 639290220,carolina.santos@hotmail.com,39,Fiber Only (Premium),Annual,Couple,High,High,48.46,1,281,0,Low,,
Victoria,Dominguez,"Madrid, España",+34 636817812,victoria.dominguez@hotmail.com,20,Mobile - Unlimited,Monthly,Family,Medium,Low,42.18,4,163,4,Medium,,
Ismael,Ramirez,"Zaragoza, España",+34 654044554,ismael.ramirez@hotmail.com,36,Fiber + TV + Mobile (Unlimited),Annual,Couple,Medium,Medium,97.66,9,216,6,Medium,,
Raul,Gomez,"Barcelona, España",+34 630248503,raul.gomez@hotmail.com,52,Mobile - Unlimited,Monthly,Family,Low,Medium,42.87,10,180,4,Low,,
Gabriela,Fernandez,"Málaga, España",+34 673968212,gabriela.fernandez@hotmail.com,32,Mobile + Fiber (Standard),Annual,Couple,High,Medium,58.72,4,281,3,High,Poor Service,Dedicated Customer Support
Paula,Campos,"Bilbao, España",+34 623212403,paula.campos@hotmail.com,34,Fiber Only (Premium),Annual,Couple,High,High,45.82,6,257,0,Low,,
Irene,Marquez,"Sevilla, España",+34 624908832,irene.marquez@hotmail.com,27,Fiber Only (Premium),Annual,Family,High,Low,44.15,4,76,0,High,High Price,
Mireia,Garcia,"Bilbao, España",+34 651527910,mireia.garcia@hotmail.com,28,Fiber + TV + Mobile (Basic),Annual,Couple,Low,Medium,52.09,10,197,2,Medium,,
Isabel,Herrera,"Málaga, España",+34 662932829,isabel.herrera@hotmail.com,18,Fiber + TV + Mobile (Unlimited),Monthly,Single,High,Medium,92.47,2,22,6,Low,,
Natalia,Castro,"Sevilla, España",+34 691958320,natalia.castro@hotmail.com,42,Mobile + Fiber (Standard),Annual,Single,Medium,High,56.98,7,115,3,Low,,
Manuel,Martinez,"Barcelona, España",+34 689403896,manuel.martinez@hotmail.com,53,Fiber + TV + Mobile (Basic),Monthly,Single,Medium,High,55.38,10,281,2,Low,,
Silvia,Sanchez,"Sevilla, España",+34 617738783,silvia.sanchez@hotmail.com,56,Mobile - Unlimited,Monthly,Couple,High,Medium,46.37,5,96,4,Low,,
Marina,Moreno,"Zaragoza, España",+34 662259129,marina.moreno@hotmail.com,56,Mobile - Unlimited,Monthly,Single,Medium,High,44.6,5,241,4,Low,,
Lucia,Morales,"Valencia, España",+34 607051963,lucia.morales@hotmail.com,52,Fiber + TV,Monthly,Family,High,Low,30.15,1,92,0,High,Poor Service,Dedicated Customer Support
Felipe,Ortega,"Valencia, España",+34 667332945,felipe.ortega@hotmail.com,57,Fiber + TV + Mobile (Unlimited),Monthly,Family,Low,Medium,95.44,6,173,6,Medium,,
Esteban,Diaz,"Madrid, España",+34 696243694,esteban.diaz@hotmail.com,44,Mobile - Standard,Monthly,Single,High,High,24.04,6,155,2,Low,,
Ignacio,Leon,"Valencia, España",+34 623753760,ignacio.leon@hotmail.com,58,Mobile - Basic,Annual,Single,Low,Medium,15.92,10,165,1,High,High Price,10% Discount
Antonio,Reyes,"Valencia, España",+34 677229241,antonio.reyes@hotmail.com,75,Mobile - Basic,Monthly,Single,Medium,Medium,13.54,4,204,1,High,Low Data Allowance,Extra Data Package
Sergio,Castillo,"Málaga, España",+34 607971846,sergio.castillo@hotmail.com,28,Fiber Only (Premium),Monthly,Single,Medium,Low,40.2,2,138,0,Medium,,
Lucas,Gil,"Zaragoza, España",+34 607424262,lucas.gil@hotmail.com,70,Fiber + TV,Annual,Single,Low,Low,34.14,3,299,0,High,Poor Service,
Marisol,Muñoz,"Zaragoza, España",+34 622581400,marisol.muñoz@hotmail.com,47,Mobile - Basic,Annual,Family,High,High,13.48,8,210,1,Low,,
Diego,Vazquez,"Sevilla, España",+34 619382420,diego.vazquez@hotmail.com,55,Mobile - Unlimited,Annual,Couple,Medium,Medium,40.8,7,149,4,High,Better Offers Elsewhere,
Carla,Lopez,"Madrid, España",+34 660554907,carla.lopez@hotmail.com,49,Mobile - Basic,Monthly,Single,High,High,15.18,6,285,1,Low,,
Florencia,Mendez,"Madrid, España",+34 687411893,florencia.mendez@hotmail.com,41,Fiber Only (Premium),Monthly,Single,High,High,43.04,9,261,0,Low,,
Salvador,Hernandez,"Málaga, España",+34 647811972,salvador.hernandez@hotmail.com,37,Fiber + TV,Annual,Single,Low,Medium,36.84,3,112,0,High,Poor Service,
Victor,Jimenez,"Bilbao, España",+34 662702436,victor.jimenez@hotmail.com,73,Fiber + TV + Mobile (Unlimited),Annual,Family,Medium,High,95.47,10,177,6,Low,,
Vanessa,Perez,"Málaga, España",+34 655224571,vanessa.perez@hotmail.com,32,Fiber Only (Basic),Annual,Single,Low,Medium,23.28,10,133,0,Low,,
Clara,Rodriguez,"Barcelona, España",+34 690765753,clara.rodriguez@hotmail.com,42,Mobile - Standard,Monthly,Single,High,Medium,22.09,2,91,2,Low,,
Carmen,Iglesias,"Madrid, España",+34 692560562,carmen.iglesias@hotmail.com,61,Fiber + TV,Monthly,Family,High,Medium,30.76,10,193,0,Low,,
Lidia,Ruiz,"Sevilla, España",+34 660518569,lidia.ruiz@hotmail.com,26,Mobile - Standard,Monthly,Couple,High,Low,21.15,5,220,2,High,No Longer Needed,
Carlos,Peña,"Bilbao, España",+34 619561154,carlos.peña@hotmail.com,76,Mobile - Unlimited,Monthly,Couple,High,Low,48.21,5,48,4,High,Low Data Allowance,Upgrade to Better Plan
Cristina,Cano,"Madrid, España",+34 622868854,cristina.cano@hotmail.com,70,Mobile - Standard,Monthly,Family,Low,High,28.79,9,173,2,Low,,
Diana,Guerrero,"Madrid, España",+34 693382097,diana.guerrero@hotmail.com,47,Mobile - Unlimited,Annual,Family,Medium,High,45.64,1,26,4,Medium,,
Sandra,Blanco,"Málaga, España",+34 678422180,sandra.blanco@hotmail.com,21,Fiber + TV + Mobile (Unlimited),Annual,Family,High,High,97.78,4,118,6,Low,,
Andres,Serrano,"Zaragoza, España",+34 621285929,andres.serrano@hotmail.com,70,Mobile - Unlimited,Annual,Family,Low,Low,46.46,3,212,4,Medium,,
Milagros,Martin,"Madrid, España",+34 645318474,milagros.martin@hotmail.com,45,Fiber Only (Basic),Annual,Family,High,High,26.72,2,56,0,Medium,,
Adrian,Gutierrez,"Málaga, España",+34 650090543,adrian.gutierrez@hotmail.com,79,Mobile + Fiber (Standard),Annual,Couple,Low,High,52.54,10,296,3,Low,,
Matias,Cruz,"Sevilla, España",+34 605356697,matias.cruz@hotmail.com,23,Mobile - Basic,Annual,Family,Low,Low,10.32,5,237,1,High,Low Data Allowance,Extra Data Package
Luis,Ortiz,"Madrid, España",+34 688728657,luis.ortiz@hotmail.com,52,Mobile + Fiber (Standard),Monthly,Family,High,High,53.67,5,136,3,Low,,
Alberto,Delgado,"Sevilla, España",+34 699965744,alberto.delgado@hotmail.com,59,Mobile - Standard,Annual,Family,High,Low,21.29,4,60,2,High,High Price,
Eva,Navarro,"Barcelona, España",+34 628103917,eva.navarro@hotmail.com,34,Mobile - Basic,Annual,Couple,Low,Low,17.42,3,187,1,High,Moving to Another Provider,
Belen,Gonzalez,"Barcelona, España",+34 649353978,belen.gonzalez@hotmail.com,79,Fiber + TV,Monthly,Couple,Medium,Low,39.57,1,180,0,Medium,,
Enrique,Aguilar,"Valencia, España",+34 670456076,enrique.aguilar@hotmail.com,29,Mobile - Basic,Annual,Single,Low,Medium,17.16,1,262,1,Low,,
Emma,Flores,"Madrid, España",+34 612346697,emma.flores@hotmail.com,69,Fiber + TV,Annual,Single,High,Low,39.03,2,169,0,Medium,,
Patricia,Molina,"Sevilla, España",+34 611731343,patricia.molina@hotmail.com,28,Fiber + TV + Mobile (Basic),Annual,Family,Medium,Low,55.94,4,161,2,Medium,,
Teresa,Romero,"Valencia, España",+34 623229135,teresa.romero@hotmail.com,79,Fiber Only (Premium),Annual,Single,Low,Low,40.09,4,278,0,High,Moving to Another Provider,
Daniel,Ramos,"Málaga, España",+34 627302443,daniel.ramos@hotmail.com,67,Fiber + TV + Mobile (Unlimited),Annual,Family,Medium,High,95.32,7,128,6,Low,,
Hugo,Torres,"Madrid, España",+34 686988914,hugo.torres@hotmail.com,59,Fiber Only (Basic),Annual,Family,High,High,28.36,8,226,0,Low,,
Andrea,Vega,"Zaragoza, España",+34 635757775,andrea.vega@hotmail.com,68,Mobile - Unlimited,Annual,Family,Medium,High,41.55,9,156,4,Low,,
Maria,Alvarez,"Barcelona, España",+34 678255911,maria.alvarez@hotmail.com,50,Fiber + TV + Mobile (Basic),Monthly,Family,Low,High,55.38,1,288,2,Medium,,
Miguel,Santos,"Sevilla, España",+34 645122680,miguel.santos@hotmail.com,71,Mobile - Basic,Annual,Couple,High,Low,15.94,4,255,1,High,Poor Service,Dedicated Customer Support
Alejandro,Dominguez,"Valencia, España",+34 607579890,alejandro.dominguez@hotmail.com,51,Fiber + TV + Mobile (Basic),Monthly,Single,High,Medium,56.05,9,89,2,Low,,
Alicia,Ramirez,"Barcelona, España",+34 689268383,alicia.ramirez@hotmail.com,71,Fiber Only (Basic),Annual,Couple,High,Low,25.4,3,180,0,High,Poor Service,Dedicated Customer Support
Julian,Gomez,"Barcelona, España",+34 603155637,julian.gomez@hotmail.com,25,Fiber Only (Premium),Annual,Single,Low,Low,47.99,5,248,0,Medium,,
Javier,Fernandez,"Valencia, España",+34 647396943,javier.fernandez@hotmail.com,75,Mobile + Fiber (Standard),Monthly,Single,High,Low,58.24,2,136,3,High,Moving to Another Provider,
Julia,Campos,"Sevilla, España",+34 687808747,julia.campos@hotmail.com,24,Mobile - Unlimited,Monthly,Couple,High,Low,44.28,2,56,4,High,Moving to Another Provider,
David,Marquez,"Barcelona, España",+34 673223791,david.marquez@hotmail.com,44,Mobile - Standard,Annual,Single,Medium,High,28.8,8,76,2,Low,,
Jose,Garcia,"Zaragoza, España",+34 665074868,jose.garcia@hotmail.com,20,Fiber + TV + Mobile (Basic),Annual,Family,High,High,52.33,10,134,2,Low,,
Bianca,Herrera,"Málaga, España",+34 673337216,bianca.herrera@hotmail.com,23,Fiber + TV + Mobile (Basic),Annual,Single,High,High,52.58,8,71,2,Medium,,
Olga,Castro,"Barcelona, España",+34 680376971,olga.castro@hotmail.com,36,Fiber + TV,Monthly,Single,High,High,37.2,3,214,0,Low,,
Martina,Martinez,"Valencia, España",+34 615421226,martina.martinez@hotmail.com,40,Fiber + TV + Mobile (Unlimited),Monthly,Single,Low,Low,91.24,1,268,6,Medium,,
Veronica,Sanchez,"Barcelona, España",+34 650453415,veronica.sanchez@hotmail.com,68,Fiber + TV + Mobile (Unlimited),Annual,Family,Low,Low,93.08,5,291,6,Medium,,
Noelia,Moreno,"Málaga, España",+34 685824692,noelia.moreno@hotmail.com,46,Fiber + TV + Mobile (Basic),Monthly,Couple,Low,Medium,56.97,3,258,2,High,No Longer Needed,
Valeria,Morales,"Zaragoza, España",+34 669558107,valeria.morales@hotmail.com,28,Mobile + Fiber (Standard),Annual,Single,Low,Low,55.48,3,48,3,High,Poor Service,
Estefania,Ortega,"Málaga, España",+34 686185958,estefania.ortega@hotmail.com,57,Fiber + TV + Mobile (Unlimited),Annual,Single,High,Medium,91.48,5,236,6,High,Poor Service,Dedicated Customer Support
Fatima,Diaz,"Zaragoza, España",+34 648175117,fatima.diaz@hotmail.com,26,Fiber + TV + Mobile (Basic),Monthly,Family,Medium,High,58.51,10,32,2,Low,,
Pedro,Leon,"Valencia, España",+34 699960439,pedro.leon@hotmail.com,30,Fiber + TV,Annual,Single,High,Medium,30.31,1,156,0,Medium,,
Raquel,Reyes,"Zaragoza, España",+34 646175928,raquel.reyes@hotmail.com,65,Fiber + TV + Mobile (Unlimited),Annual,Single,Medium,High,95.94,9,280,6,Low,,
Lorena,Castillo,"Bilbao, España",+34 610732242,lorena.castillo@hotmail.com,26,Fiber + TV + Mobile (Unlimited),Annual,Couple,Low,High,95.06,4,102,6,Medium,,
Beatriz,Gil,"Madrid, España",+34 618974884,beatriz.gil@hotmail.com,60,Fiber + TV + Mobile (Unlimited),Monthly,Single,Medium,Medium,95.74,1,69,6,High,No Longer Needed,Contract Freeze
Rosa,Muñoz,"Valencia, España",+34 636671747,rosa.muñoz@hotmail.com,44,Fiber Only (Basic),Monthly,Couple,Medium,High,25.56,3,271,0,Low,,
Roberto,Vazquez,"Sevilla, España",+34 684451966,roberto.vazquez@hotmail.com,26,Fiber + TV + Mobile (Basic),Monthly,Family,Medium,Low,51.02,2,241,2,Medium,,
Marta,Lopez,"Valencia, España",+34 624137792,marta.lopez@hotmail.com,53,Fiber + TV + Mobile (Basic),Annual,Single,Low,Low,59.73,3,57,2,High,Poor Service,
Angela,Mendez,"Madrid, España",+34 627309142,angela.mendez@hotmail.com,44,Mobile - Unlimited,Monthly,Single,High,Medium,49.85,3,213,4,High,Moving to Another Provider,
Violeta,Hernandez,"Málaga, España",+34 635708659,violeta.hernandez@hotmail.com,52,Fiber Only (Basic),Monthly,Family,High,Medium,24.83,5,183,0,Medium,,
Juan,Jimenez,"Bilbao, España",+34 657545016,juan.jimenez@hotmail.com,33,Fiber + TV + Mobile (Premium),Monthly,Family,Low,Medium,77.42,5,90,4,High,No Longer Needed,
Joaquin,Perez,"Barcelona, España",+34 645935587,joaquin.perez@hotmail.com,41,Fiber + TV,Monthly,Family,Medium,Low,34.05,5,114,0,Medium,,
Tamara,Rodriguez,"Zaragoza, España",+34 625649107,tamara.rodriguez@hotmail.com,34,Fiber Only (Basic),Annual,Family,Medium,High,28.69,5,21,0,Low,,
Camila,Iglesias,"Madrid, España",+34 628961635,camila.iglesias@hotmail.com,23,Fiber + TV + Mobile (Unlimited),Annual,Couple,Medium,High,98.36,8,277,6,Low,,
Francisco,Ruiz,"Sevilla, España",+34 640516980,francisco.ruiz@hotmail.com,65,Mobile - Basic,Monthly,Family,Medium,Medium,16.5,10,99,1,Medium,,
Pablo,Peña,"Barcelona, España",+34 669497232,pablo.peña@hotmail.com,57,Mobile + Fiber (Standard),Annual,Couple,Low,High,56.51,8,96,3,Low,,
Celeste,Cano,"Barcelona, España",+34 661232293,celeste.cano@hotmail.com,33,Fiber + TV,Annual,Couple,High,High,30.17,1,126,0,Medium,,
Gabriel,Guerrero,"Madrid, España",+34 676949791,gabriel.guerrero@hotmail.com,36,Fiber + TV + Mobile (Unlimited),Monthly,Single,Medium,High,90.51,6,202,6,Low,,
Nuria,Blanco,"Málaga, España",+34 626672306,nuria.blanco@hotmail.com,63,Fiber + TV,Annual,Couple,Medium,Low,31.86,4,105,0,High,Moving to Another Provider,
Sara,Serrano,"Barcelona, España",+34 608896243,sara.serrano@hotmail.com,62,Fiber + TV,Annual,Family,Medium,High,34.55,6,296,0,Low,,
Ruben,Martin,"Madrid, España",+34 686492889,ruben.martin@hotmail.com,60,Fiber Only (Basic),Annual,Single,Low,High,22.02,9,269,0,Low,,
Ricardo,Gutierrez,"Valencia, España",+34 606651382,ricardo.gutierrez@hotmail.com,69,Fiber + TV,Monthly,Couple,Low,Medium,37.68,9,240,0,Low,,
Laura,Cruz,"Barcelona, España",+34 650406938,laura.cruz@hotmail.com,58,Fiber + TV + Mobile (Unlimited),Annual,Couple,High,High,91.82,7,277,6,Low,,
Ana,Ortiz,"Málaga, España",+34 673350710,ana.ortiz@hotmail.com,72,Fiber + TV + Mobile (Unlimited),Annual,Couple,Medium,High,96.4,4,138,6,Low,,
Fernando,Delgado,"Zaragoza, España",+34 618463040,fernando.delgado@hotmail.com,23,Fiber Only (Premium),Monthly,Family,Medium,Low,40.04,3,110,0,High,No Longer Needed,
Emilio,Navarro,"Málaga, España",+34 698011695,emilio.navarro@hotmail.com,76,Fiber + TV,Annual,Single,Low,High,36.67,8,152,0,Low,,
Rocio,Gonzalez,"Barcelona, España",+34 633853369,rocio.gonzalez@hotmail.com,55,Fiber Only (Premium),Monthly,Family,Low,Low,49.28,2,93,0,Medium,,
Oscar,Aguilar,"Zaragoza, España",+34 641770955,oscar.aguilar@hotmail.com,61,Fiber + TV,Monthly,Single,Low,High,38.94,9,240,0,Medium,,
